Id,title,subtitle,link,categoryId
127,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,6
128,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,6
129,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,6
130,"Anorexia Nervosa: Symptoms, Causes, and Treatment","Are you or a loved one struggling with anorexia? Explore the warning signs, symptoms, and causes of this serious eating disorder—as well as how to get the help you need.",https://www.helpguide.org/articles/eating-disorders/anorexia-nervosa.htm,6
131,Binge Eating Disorder,Do you struggle with binge eating? Learn about the symptoms of compulsive overeating and what you can do to stop it.,https://www.helpguide.org/articles/eating-disorders/binge-eating-disorder.htm,6
132,"Bulimia Nervosa: Signs, Symptoms, and Treatment","Are you or a loved one struggling with bulimia? Explore the warning signs, symptoms, and treatment options for this eating disorder—along with the causes, side effects, and health risks.",https://www.helpguide.org/articles/eating-disorders/bulimia-nervosa.htm,6
133,Eating Disorder Treatment and Recovery,"Ready to begin recovery from anorexia, bulimia, or another eating disorder? These tips can help you start recovery and develop true self-confidence.",https://www.helpguide.org/articles/eating-disorders/eating-disorder-treatment-and-recovery.htm,6
134,Helping Someone with an Eating Disorder,"Are you worried that someone you know has anorexia, bulimia, or another eating disorder? These tips can help you support your child, family member, or friend.",https://www.helpguide.org/articles/eating-disorders/helping-someone-with-an-eating-disorder.htm,6
135,"Orthorexia Nervosa: Signs, Symptoms, and Treatment",Are you overly obsessed about eating 'cleanly' and the quality of your diet? Here’s how to recognize if your goal of healthy eating has become an unhealthy obsession.,https://www.helpguide.org/articles/eating-disorders/orthorexia-nervosa.htm,6
136,Body Shaming: The Effects and How to Overcome it,"Hearing negative comments about your appearance can impact your body image and leave you feeling anxious and self-conscious. But there are ways to manage fat shaming or other critical comments, and achieve body acceptance.",https://www.helpguide.org/articles/abuse/body-shaming.htm,6
137,"Cognitive Behavioral Therapy (CBT): What it is, How it Helps","Treatment for anxiety, depression, PTSD, substance abuse, eating disorders, and other mental health issues often involves breaking free of negative thought patterns. Here’s how CBT or “talk psychotherapy” can help.",https://www.helpguide.org/articles/therapy-medication/cognitive-behavioral-therapy-cbt.htm,6
138,Emotional Eating and How to Stop It,"Do you eat to feel better or relieve stress? These tips can help you stop emotional and stress eating, fight cravings, and find more satisfying ways to feed your feelings.",https://www.helpguide.org/articles/diets/emotional-eating.htm,6
139,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,7
140,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,7
141,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,7
142,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,7
143,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,7
144,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,7
145,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,7
146,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,7
147,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,7
148,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,7
149,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,7
150,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,7
151,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,7
152,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,7
153,Coping with Grief and Loss,"Whatever type of loss you’ve suffered, there’s no right or wrong way to grieve. But by understanding the stages and types of grief, you can find healthier ways to cope.",https://www.helpguide.org/articles/grief/coping-with-grief-and-loss.htm,7
154,Coping with Losing a Pet,"It’s natural to feel devastated by feelings of grief and sadness when a beloved dog, cat, or other pet dies. These tips can help you cope with the pain of pet loss.",https://www.helpguide.org/articles/grief/coping-with-losing-a-pet.htm,7
155,Coping with a Breakup or Divorce,"When a relationship ends, healing can take time. These tips can help you grieve your loss and start to move on.",https://www.helpguide.org/articles/grief/dealing-with-a-breakup-or-divorce.htm,7
156,Helping Someone Who’s Grieving,"Is someone you know grieving a loss? Learn what to say and how to comfort someone through bereavement, grief, and loss.",https://www.helpguide.org/articles/grief/helping-someone-who-is-grieving.htm,7
157,Suicide Grief: Coping with a Loved One’s Suicide,"The loss of someone you love from suicide can be devastating. But there are ways to navigate the shock, confusion, and despair and begin the healing process.",https://www.helpguide.org/articles/grief/coping-with-a-loved-ones-suicide.htm,7
158,Bereavement: Grieving the Loss of a Loved One,"Few things compare to the pain of losing someone you love. While there’s no way to avoid intense feelings of grief, there are healthier ways to come to terms with your loss.",https://www.helpguide.org/articles/grief/bereavement-grieving-the-death-of-a-loved-one.htm,7
159,Late Stage and End-of-Life Care,"The final stages of a terminal illness can be a highly challenging, emotional time. This caregiver’s guide can help you provide comfort, deal with grief, and make final decisions.",https://www.helpguide.org/articles/end-of-life/late-stage-and-end-of-life-care.htm,7
160,When a Loved One is Terminally Ill,"When a loved one is dying, talking about death and planning for the end of life can be difficult and very painful. But there are ways to make them easier.",https://www.helpguide.org/harvard/when-a-loved-one-is-terminally-ill.htm,7
161,Hospice and Palliative Care,Hospice and palliative care can improve the quality of life at the end of life. These tips can help you find the best care.,https://www.helpguide.org/articles/caregiving/hospice-and-palliative-care.htm,7
162,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,8
163,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,8
164,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,8
165,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,8
166,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,8
167,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,8
168,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,8
169,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,8
170,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,8
171,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,8
172,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,8
173,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,8
174,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,8
175,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,8
176,Borderline Personality Disorder (BPD),"If you have BPD, everything feels unstable: your relationships, moods, thinking, behavior—even your identity. But there is hope and this guide to symptoms, treatment, and recovery can help.",https://www.helpguide.org/articles/mental-disorders/borderline-personality-disorder.htm,8
177,Helping Someone with Borderline Personality Disorder,"Have a loved one who's been diagnosed with BPD? While you can’t force them to seek treatment, you can take steps to improve communication, set healthy boundaries, and stabilize your relationship.",https://www.helpguide.org/articles/mental-disorders/helping-someone-with-borderline-personality-disorder.htm,8
178,Narcissistic Personality Disorder,Know someone who thinks they’re better than everyone else but flies off the handle at the slightest criticism? These tips can help you spot narcissism traits and deal with a narcissist.,https://www.helpguide.org/articles/mental-disorders/narcissistic-personality-disorder.htm,8
179,Paranoid Personality Disorder (PPD),"Know someone who’s acutely mistrustful and suspicious of others, whose paranoia distorts their view of the world? Here’s how to recognize PPD and help your loved one get treatment.",https://www.helpguide.org/articles/mental-disorders/paranoid-personality-disorder.htm,8
180,Obsessive-Compulsive Personality Disorder (OCPD),Know someone who fixates on small details and sets unrealistic standards for themselves and others? Or maybe that person is you? Here’s how to recognize and manage OCPD.,https://www.helpguide.org/articles/mental-disorders/obsessive-compulsive-personality-disorder-ocpd.htm,8
181,Avoidant Personality Disorder (AVPD),"Do you or someone you love avoid social interaction because of extreme shyness, feelings of inadequacy, or sensitivity to criticism? Here’s how to recognize and manage the symptoms of avoidant personality disorder.",https://www.helpguide.org/articles/personality-disorders/avoidant-personality-disorder-avpd.htm,8
182,Borderline Personality Disorder Test,"While an accurate diagnosis of borderline personality disorder (BPD) can only be done by a mental health professional, this short BPD quiz can help to identify symptoms.",https://www.helpguide.org/articles/personality-disorders/borderline-personality-disorder-test.htm,8
183,"Schizoid Personality Disorder: Symptoms, Causes, and Treatment",Know someone who regularly seems socially and emotionally detached from others? Or perhaps that person is you? Here’s how to recognize the symptoms of schizoid personality disorder and build stronger attachments.,https://www.helpguide.org/articles/personality-disorders/schizoid-personality-disorder.htm,8
184,Emotional and Psychological Trauma,"When bad things happen, it can take a while to get over the pain and feel safe again. But with these self-help strategies and support, you can speed up your recovery.",https://www.helpguide.org/articles/ptsd-trauma/coping-with-emotional-and-psychological-trauma.htm,8
185,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,9
186,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,9
187,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,9
188,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,9
189,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,9
190,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,9
191,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,9
192,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,9
193,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,9
194,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,9
195,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,9
196,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,9
197,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,9
198,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,9
199,Emotional and Psychological Trauma,"When bad things happen, it can take a while to get over the pain and feel safe again. But with these self-help strategies and support, you can speed up your recovery.",https://www.helpguide.org/articles/ptsd-trauma/coping-with-emotional-and-psychological-trauma.htm,9
200,Helping Someone with PTSD,"When someone you care about suffers from post-traumatic stress disorder, it can be overwhelming. But with these steps, you can help your loved one move on with their life.",https://www.helpguide.org/articles/ptsd-trauma/helping-someone-with-ptsd.htm,9
201,PTSD in Military Veterans,"For all too many veterans, returning from military service means coping with symptoms of post-traumatic stress disorder. But there are things you can do to start feeling better today.",https://www.helpguide.org/articles/ptsd-trauma/ptsd-in-military-veterans.htm,9
202,Post-Traumatic Stress Disorder (PTSD),"After a trauma, PTSD can leave you feeling stuck with a constant sense of danger and painful memories. But with new coping skills, you can feel safe again and move on.",https://www.helpguide.org/articles/ptsd-trauma/ptsd-symptoms-self-help-treatment.htm,9
203,Recovering from Rape and Sexual Trauma,"Recovering from sexual assault takes time, and the healing process can be painful. But you can regain your sense of control, rebuild your self-worth, and learn to heal.",https://www.helpguide.org/articles/ptsd-trauma/recovering-from-rape-and-sexual-trauma.htm,9
204,How to Cope with Traumatic Events,Any traumatic event—from a personal tragedy to a global crisis—can take an emotional toll and cause traumatic stress. But there are ways to regain control of your life.,https://www.helpguide.org/articles/ptsd-trauma/traumatic-stress.htm,9
205,"Trauma, Brain & Relationship: Helping Children Heal","Trauma affects the development of the mind body system, but is very responsive to relational repair.",https://www.helpguide.org/articles/ptsd-trauma/helping-children-heal-video.htm,9
206,Trauma Care for Children and Adolescents,Has your child or teen experienced trauma? Learn from a clinical psychologist specializing in childhood trauma treatment what the symptoms look like and how different interventions can help.,https://www.helpguide.org/articles/parenting-family/trauma-care-for-children.htm,9
207,Racism and Mental Health,"Experiencing racial discrimination and injustice can take a heavy emotional toll and trigger chronic stress, anxiety, depression, and racial trauma. But there are ways to strengthen your resilience and protect your mental health.",https://www.helpguide.org/articles/ptsd-trauma/racism-and-mental-health.htm,9
208,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,10
209,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,10
210,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,10
211,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,10
212,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,10
213,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,10
214,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,10
215,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,10
216,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,10
217,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,10
218,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,10
219,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,10
220,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,10
221,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,10
222,Helping Someone with Schizophrenia,"Have a loved one with schizophrenia? Your support can make a huge difference by helping them find the right treatment, cope with symptoms, and build a rich, satisfying life.",https://www.helpguide.org/articles/mental-disorders/helping-someone-with-schizophrenia.htm,10
223,Schizophrenia Symptoms and Coping Tips,"Recognizing the signs of schizophrenia in yourself or a loved one can be frightening. But with the right treatment and self-help, you can manage the disorder and lead a fulfilling life.",https://www.helpguide.org/articles/mental-disorders/schizophrenia-signs-and-symptoms.htm,10
224,Schizophrenia Treatment and Self-Help,"Schizophrenia recovery is possible. These treatment and self-help tips can help you to manage symptoms, live and work independently, build satisfying relationships, and enjoy a rewarding life.",https://www.helpguide.org/articles/mental-disorders/schizophrenia-treatment-and-self-help.htm,10
225,Dual Diagnosis: Substance Abuse and Mental Health,"Dealing with co-occurring disorders? Learn how to tackle addiction when you're also dealing with depression, anxiety, or another mental health problem.",https://www.helpguide.org/articles/addictions/substance-abuse-and-mental-health.htm,10
226,Electroconvulsive Therapy (ECT): How it Works and What to Expect,"Conditions such as treatment-resistant depression, bipolar disorder, schizophrenia, and dementia may benefit from electroconvulsive therapy (ECT). By learning about its effectiveness, risks, and how it works, you can decide if it’s right for you.",https://www.helpguide.org/electroconvulsive-therapy-ect.htm,10
227,How to Help Someone with Mental Illness Accept Treatment,"If a loved one with mental illness or addiction is refusing treatment, Dr. Xavier Amador, author of “I Am Not Sick, I Don’t Need Help!” offers proven techniques to help your loved one accept the treatment they need.",https://www.helpguide.org/articles/family-caregiving/how-to-help-someone-with-mental-illness-accept-treatment.htm,10
228,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,10
229,Suicide Prevention,"Suicide prevention starts with recognizing the warning signs and taking them seriously. If you think a friend or family member is suicidal, there’s plenty you can do to help save a life.",https://www.helpguide.org/articles/suicide-prevention/suicide-prevention.htm,10
230,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,11
231,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,11
232,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,11
233,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,11
234,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,11
235,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,11
236,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,11
237,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,11
238,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,11
239,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,11
240,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,11
241,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,11
242,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,11
243,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,11
244,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,11
245,Stress Relief Guide,"Often angry, running late, feeling tense, or short on time? These quick tips for managing stress can help you take the sting out of 10 common stressors.",https://www.helpguide.org/harvard/stress-relief-guide.htm,11
246,Social Support for Stress Relief,"Feeling stressed, anxious, or burned out? Close relationships and social connections can be a natural way to manage daily or chronic stress and maintain your mental health and well-being.",https://www.helpguide.org/articles/stress/social-support-for-stress-relief.htm,11
247,12 Ways to Reduce Stress with Music,Fill Your Life with Music that Reduces Daily Stress,https://www.helpguide.org/articles/stress/12-ways-to-reduce-stress-with-music.htm,11
248,Surviving Tough Times by Building Resilience,"Whether you’re facing a global or personal crisis—or a mix of both—building resilience can help you cope with stress, overcome adversity, and enjoy the better days to come.",https://www.helpguide.org/articles/stress/surviving-tough-times.htm,11
249,Coping with Financial Stress,"Feeling overwhelmed by money worries? Whatever your circumstances, there are ways to get through these tough economic times, ease stress and anxiety, and regain control of your finances.",https://www.helpguide.org/articles/stress/coping-with-financial-stress.htm,11
250,Burnout Prevention and Treatment,"If constant stress has you feeling helpless, disillusioned, and completely exhausted, you may be on the road to burnout. Learn what you can do to regain your balance and feel positive and hopeful again.",https://www.helpguide.org/articles/stress/burnout-prevention-and-recovery.htm,11
251,Stress and Your Health,Chronic stress can take a damaging toll on your mental and physical health and contribute to many serious health conditions. Here’s how stress management can help fight disease.,https://www.helpguide.org/harvard/stress-and-your-health.htm,11
252,Benefits of Mindfulness,"Mindfulness can help reduce stress, improve your mental and physical health, and even increase your overall happiness in life. These mindfulness techniques can help you start reaping the benefits.",https://www.helpguide.org/harvard/benefits-of-mindfulness.htm,11
253,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,12
254,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,12
